Hybridization REF	TCGA-AF-2689-01A-01T-0822-13	TCGA-AF-2689-01A-01T-0822-13	TCGA-AF-2689-01A-01T-0822-13	TCGA-AF-2691-01A-01T-0822-13	TCGA-AF-2691-01A-01T-0822-13	TCGA-AF-2691-01A-01T-0822-13	TCGA-AF-2692-01A-01T-0822-13	TCGA-AF-2692-01A-01T-0822-13	TCGA-AF-2692-01A-01T-0822-13	TCGA-AF-3400-01A-01T-0822-13	TCGA-AF-3400-01A-01T-0822-13	TCGA-AF-3400-01A-01T-0822-13	TCGA-AF-3913-01A-02T-1120-13	TCGA-AF-3913-01A-02T-1120-13	TCGA-AF-3913-01A-02T-1120-13	TCGA-AG-3574-01A-01T-0822-13	TCGA-AG-3574-01A-01T-0822-13	TCGA-AG-3574-01A-01T-0822-13
miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-mir-487b	11	8.415879	N	5	2.604907	N	8	6.328783	N	15	15.03348	N	26	7.498714	N	4	3.266079	N
hsa-mir-488	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-489	2	1.53016	N	2	1.041963	N	1	0.791098	N	1	1.002232	N	2	0.576824	N	1	0.81652	N
hsa-mir-490	0	0	N	19	9.898648	N	1	0.791098	N	0	0	N	11	3.172533	N	5	4.082599	N
hsa-mir-491	14	10.711119	N	5	2.604907	N	4	3.164392	N	2	2.004464	N	19	5.47983	N	6	4.899119	N
hsa-mir-492	1	0.76508	N	1	0.520981	N	2	1.582196	N	1	1.002232	N	0	0	N	0	0	N
hsa-mir-493	32	24.482557	N	15	7.814722	N	27	21.359644	N	18	18.040175	N	93	26.822325	N	9	7.348678	N
hsa-mir-494	1	0.76508	N	3	1.562944	N	3	2.373294	N	3	3.006696	N	10	2.884121	N	1	0.81652	N
hsa-mir-495	21	16.066678	N	12	6.251778	N	14	11.075371	N	10	10.02232	N	52	14.997429	N	6	4.899119	N
hsa-mir-496	6	4.590479	N	11	5.730796	N	22	17.404155	N	23	23.051335	N	15	4.326181	N	5	4.082599	N
hsa-mir-497	48	36.723836	N	91	47.409315	N	41	32.435015	N	25	25.055799	N	75	21.630907	N	30	24.495595	N
hsa-mir-498	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-499	36	27.542877	N	8	4.167852	N	2	1.582196	N	0	0	N	2	0.576824	N	2	1.63304	N
hsa-mir-500	359	274.66369	Y	268	139.623039	Y	88	69.616618	Y	208	208.46425	Y	1469	423.677364	Y	209	170.652644	Y
hsa-mir-501	75	57.380994	N	38	19.797297	N	21	16.613057	N	39	39.087047	N	250	72.103023	N	64	52.257269	N
hsa-mir-502	22	16.831758	Y	50	26.049074	Y	11	8.702077	Y	29	29.064727	Y	39	11.248072	Y	26	21.229516	Y
hsa-mir-503	9	6.885719	N	4	2.083926	N	15	11.866469	N	4	4.008928	N	199	57.394006	N	5	4.082599	N
hsa-mir-504	2	1.53016	N	2	1.041963	N	0	0	N	0	0	N	2	0.576824	N	0	0	N
hsa-mir-505	97	74.212752	N	79	41.157538	N	129	102.051633	N	50	50.111599	N	290	83.639507	N	107	87.367622	N
hsa-mir-506	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-507	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-508	22	16.831758	N	1	0.520981	N	0	0	N	4	4.008928	N	47	13.555368	N	6	4.899119	N
hsa-mir-509-1	4	3.06032	N	5	2.604907	N	1	0.791098	N	4	4.008928	N	5	1.44206	N	3	2.449559	N
hsa-mir-509-2	3	2.29524	N	4	2.083926	N	0	0	N	1	1.002232	N	7	2.018885	N	2	1.63304	N
hsa-mir-509-3	4	3.06032	N	2	1.041963	N	2	1.582196	N	1	1.002232	N	6	1.730473	N	3	2.449559	N
hsa-mir-510	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-511-1	14	10.711119	N	10	5.209815	N	4	3.164392	N	16	16.035712	N	5	1.44206	N	6	4.899119	N
hsa-mir-511-2	18	13.771438	N	11	5.730796	N	5	3.95549	N	12	12.026784	N	3	0.865236	N	8	6.532159	N
hsa-mir-512-1	0	0	N	0	0	N	0	0	N	0	0	N	2	0.576824	N	1	0.81652	N
hsa-mir-512-2	0	0	N	1	0.520981	N	0	0	N	0	0	N	2	0.576824	N	0	0	N
hsa-mir-513a-1	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-513a-2	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-513b	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-513c	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-514-1	2	1.53016	N	0	0	N	1	0.791098	N	0	0	N	3	0.865236	N	1	0.81652	N
hsa-mir-514-2	2	1.53016	N	1	0.520981	N	0	0	N	0	0	N	2	0.576824	N	1	0.81652	N
hsa-mir-514-3	1	0.76508	N	0	0	N	0	0	N	0	0	N	2	0.576824	N	1	0.81652	N
hsa-mir-515-1	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-515-2	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-516a-1	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-516a-2	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-516b-1	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-516b-2	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-517a	0	0	N	1	0.520981	Y	0	0	N	2	2.004464	Y	0	0	N	0	0	N
hsa-mir-517b	0	0	N	1	0.520981	Y	0	0	N	2	2.004464	Y	0	0	N	0	0	N
hsa-mir-517c	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-518a-1	1	0.76508	N	1	0.520981	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-518a-2	0	0	N	1	0.520981	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-518b	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-518c	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-518d	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-518e	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-518f	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-519a-1	0	0	N	0	0	N	0	0	N	1	1.002232	N	0	0	N	0	0	N
hsa-mir-519a-2	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-519b	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-519c	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-519d	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-519e	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-520a	0	0	N	0	0	N	0	0	N	1	1.002232	N	0	0	N	0	0	N
hsa-mir-520b	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	Y	0	0	N
hsa-mir-520c	1	0.76508	N	0	0	N	0	0	N	0	0	N	1	0.288412	Y	0	0	N
hsa-mir-520d	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-520e	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-520f	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	Y	0	0	N
hsa-mir-520g	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-520h	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-521-1	0	0	N	0	0	N	0	0	N	2	2.004464	N	0	0	N	0	0	N
hsa-mir-521-2	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-522	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-523	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-524	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-525	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-526a-1	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-526a-2	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-526b	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-527	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-532	1460	1117.016678	N	2651	1381.121923	N	703	556.141847	N	1300	1302.901562	N	5063	1460.230424	N	1686	1376.652432	N
hsa-mir-539	30	22.952397	N	16	8.335704	N	15	11.866469	N	11	11.024552	N	51	14.709017	N	6	4.899119	N
hsa-mir-541	1	0.76508	N	1	0.520981	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-542	170	130.063586	N	230	119.825742	N	374	295.870627	N	188	188.41961	N	854	246.303927	N	132	107.780617	N
hsa-mir-543	2	1.53016	N	1	0.520981	N	4	3.164392	N	2	2.004464	N	6	1.730473	N	0	0	N
hsa-mir-544	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-545	7	5.355559	N	9	4.688833	N	6	4.746588	N	7	7.015624	N	4	1.153648	N	15	12.247797	N
hsa-mir-548a-1	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548a-2	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548a-3	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548b	2	1.53016	N	0	0	N	0	0	N	0	0	N	3	0.865236	N	0	0	N
hsa-mir-548c	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548d-1	2	1.53016	N	1	0.520981	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-548d-2	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	1	0.81652	N
hsa-mir-548e	1	0.76508	N	1	0.520981	N	0	0	N	1	1.002232	N	3	0.865236	N	1	0.81652	N
hsa-mir-548f-1	1	0.76508	N	1	0.520981	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-548f-2	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548f-3	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548f-4	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-548f-5	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548g	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548h-1	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548h-2	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548h-3	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548h-4	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548i-1	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548i-2	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548i-3	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548i-4	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548j	0	0	N	1	0.520981	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548k	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	1	0.81652	N
hsa-mir-548l	1	0.76508	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548m	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-548n	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-548o	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-548p	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-549	3	2.29524	N	1	0.520981	N	4	3.164392	N	4	4.008928	N	3	0.865236	N	10	8.165198	N
hsa-mir-550-1	13	9.946039	N	8	4.167852	N	5	3.95549	N	6	6.013392	N	25	7.210302	N	5	4.082599	N
hsa-mir-550-2	17	13.006359	N	7	3.64687	N	3	2.373294	N	8	8.017856	N	23	6.633478	N	4	3.266079	N
hsa-mir-551a	2	1.53016	N	0	0	N	1	0.791098	N	4	4.008928	N	0	0	N	1	0.81652	N
hsa-mir-551b	7	5.355559	N	4	2.083926	N	14	11.075371	N	0	0	N	11	3.172533	N	4	3.266079	N
hsa-mir-552	296	226.463655	N	423	220.375169	N	207	163.757272	N	20	20.044639	N	913	263.32024	N	368	300.479297	N
hsa-mir-553	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-554	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-555	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-556	5	3.8254	N	2	1.041963	N	4	3.164392	N	1	1.002232	N	10	2.884121	N	7	5.715639	N
hsa-mir-557	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-558	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-559	1	0.76508	N	1	0.520981	N	0	0	N	0	0	N	10	2.884121	N	0	0	N
hsa-mir-561	0	0	N	1	0.520981	N	0	0	N	1	1.002232	N	4	1.153648	N	0	0	N
hsa-mir-562	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-563	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-564	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-566	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-567	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-568	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-569	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-570	2	1.53016	N	0	0	N	0	0	N	0	0	N	2	0.576824	N	2	1.63304	N
hsa-mir-571	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-572	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-573	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-574	56	42.844475	N	106	55.224038	N	58	45.88368	N	69	69.154006	N	146	42.108165	N	57	46.54163	N
hsa-mir-575	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-576	31	23.717477	N	12	6.251778	N	9	7.119881	N	1	1.002232	N	44	12.690132	N	12	9.798238	N
hsa-mir-577	375	286.904969	N	137	71.374464	N	107	84.647479	N	28	28.062495	N	214	61.720188	N	111	90.633701	N
hsa-mir-578	0	0	N	0	0	N	1	0.791098	N	0	0	N	0	0	N	0	0	N
hsa-mir-579	3	2.29524	N	0	0	N	2	1.582196	N	0	0	N	1	0.288412	N	1	0.81652	N
hsa-mir-580	1	0.76508	N	0	0	N	0	0	N	0	0	N	0	0	N	1	0.81652	N
hsa-mir-581	10	7.650799	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-582	569	435.330472	N	632	329.2603	N	515	407.415436	N	593	594.323559	N	934	269.376894	N	712	581.362118	N
hsa-mir-583	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-584	707	540.911501	N	273	142.227946	N	577	456.463507	N	69	69.154006	N	738	212.848124	N	1704	1391.349789	N
hsa-mir-585	0	0	N	0	0	N	1	0.791098	N	3	3.006696	N	1	0.288412	N	0	0	N
hsa-mir-586	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-587	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-588	1	0.76508	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-589	42	32.133356	N	86	44.804408	N	33	26.106232	N	44	44.098207	N	132	38.070396	N	31	25.312115	N
hsa-mir-590	127	97.165149	N	45	23.444167	N	36	28.479526	N	21	21.046871	N	73	21.054083	N	49	40.009472	N
hsa-mir-591	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-592	66	50.495274	N	19	9.898648	N	125	98.887242	N	2	2.004464	N	864	249.188048	N	9	7.348678	N
hsa-mir-593	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-595	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-596	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-597	1	0.76508	N	0	0	N	2	1.582196	N	0	0	N	1	0.288412	N	2	1.63304	N
hsa-mir-598	40	30.603197	N	19	9.898648	N	31	24.524036	N	10	10.02232	N	25	7.210302	N	78	63.688547	N
hsa-mir-599	0	0	N	1	0.520981	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-600	1	0.76508	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-601	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-602	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-603	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-604	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-605	4	3.06032	N	0	0	N	0	0	N	2	2.004464	N	6	1.730473	N	0	0	N
hsa-mir-606	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-607	0	0	N	1	0.520981	N	0	0	N	1	1.002232	N	0	0	N	0	0	N
hsa-mir-608	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-609	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-610	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-611	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-612	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-613	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-614	0	0	N	1	0.520981	N	1	0.791098	N	0	0	N	0	0	N	0	0	N
hsa-mir-615	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-616	16	12.241279	N	11	5.730796	N	1	0.791098	N	8	8.017856	N	17	4.903006	N	16	13.064317	N
hsa-mir-617	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-618	2	1.53016	N	0	0	N	0	0	N	1	1.002232	N	1	0.288412	N	1	0.81652	N
hsa-mir-619	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-620	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-621	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-622	0	0	N	0	0	N	1	0.791098	N	0	0	N	0	0	N	1	0.81652	N
hsa-mir-623	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-624	0	0	N	8	4.167852	N	6	4.746588	N	0	0	N	3	0.865236	N	0	0	N
hsa-mir-625	606	463.638429	N	561	292.270614	N	353	279.25757	N	258	258.575848	N	732	211.117652	N	511	417.241633	N
hsa-mir-626	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-627	5	3.8254	N	5	2.604907	N	6	4.746588	N	2	2.004464	N	9	2.595709	N	6	4.899119	N
hsa-mir-628	78	59.676233	N	82	42.720482	N	41	32.435015	N	105	105.234357	N	104	29.994858	N	55	44.908591	N
hsa-mir-629	58	44.374635	N	220	114.615927	N	123	97.305046	N	133	133.296852	N	330	95.175991	N	173	141.25793	N
hsa-mir-630	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-631	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-632	0	0	N	2	1.041963	N	2	1.582196	N	2	2.004464	N	0	0	N	3	2.449559	N
hsa-mir-633	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-634	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-635	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-636	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-637	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-638	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-639	0	0	N	3	1.562944	N	6	4.746588	N	5	5.01116	N	3	0.865236	N	2	1.63304	N
hsa-mir-640	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-641	3	2.29524	N	0	0	N	1	0.791098	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-642	3	2.29524	N	5	2.604907	N	4	3.164392	N	3	3.006696	N	4	1.153648	N	3	2.449559	N
hsa-mir-643	2	1.53016	N	0	0	N	1	0.791098	N	0	0	N	4	1.153648	N	0	0	N
hsa-mir-644	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-645	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-646	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-647	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-648	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-649	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-650	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-651	7	5.355559	N	4	2.083926	N	5	3.95549	N	1	1.002232	N	17	4.903006	N	7	5.715639	N
hsa-mir-652	61	46.669875	N	85	44.283426	N	124	98.096144	N	35	35.078119	N	135	38.935632	N	87	71.037225	N
hsa-mir-653	3	2.29524	N	10	5.209815	N	1	0.791098	N	5	5.01116	N	29	8.363951	N	0	0	N
hsa-mir-654	51	39.019076	N	79	41.157538	N	191	151.099705	N	160	160.357115	N	158	45.569111	N	75	61.238987	N
hsa-mir-655	4	3.06032	N	1	0.520981	N	2	1.582196	N	2	2.004464	N	10	2.884121	N	0	0	N
hsa-mir-656	2	1.53016	N	1	0.520981	N	2	1.582196	N	0	0	N	2	0.576824	N	0	0	N
hsa-mir-657	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-658	0	0	N	0	0	N	0	0	N	3	3.006696	N	2	0.576824	N	1	0.81652	N
hsa-mir-659	3	2.29524	N	0	0	N	3	2.373294	N	1	1.002232	N	4	1.153648	N	1	0.81652	N
hsa-mir-660	26	19.892078	N	73	38.031649	N	24	18.98635	N	45	45.100439	N	115	33.167391	N	65	53.073789	N
hsa-mir-661	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-662	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-663	6	4.590479	Y	9	4.688833	Y	30	23.732938	N	4	4.008928	N	0	0	N	4	3.266079	N
hsa-mir-663b	1	0.76508	Y	4	2.083926	Y	8	6.328783	N	1	1.002232	N	1	0.288412	N	4	3.266079	N
hsa-mir-664	14	10.711119	N	24	12.503556	N	21	16.613057	N	4	4.008928	N	54	15.574253	N	23	18.779956	N
hsa-mir-665	1	0.76508	N	0	0	N	0	0	N	1	1.002232	N	1	0.288412	N	0	0	N
hsa-mir-668	1	0.76508	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-671	11	8.415879	N	10	5.209815	N	8	6.328783	N	3	3.006696	N	24	6.92189	N	5	4.082599	N
hsa-mir-675	209	159.901703	N	18	9.377667	N	276	218.34303	N	37	37.082583	N	34	9.806011	N	458	373.966082	N
hsa-mir-7-1	241	184.38426	N	163	84.919982	N	212	167.712762	N	63	63.140614	N	134	38.64722	N	94	76.752864	N
hsa-mir-7-2	1	0.76508	N	0	0	N	5	3.95549	N	0	0	N	4	1.153648	N	0	0	N
hsa-mir-7-3	5	3.8254	N	1	0.520981	N	0	0	N	1	1.002232	N	1	0.288412	N	0	0	N
hsa-mir-708	28	21.422238	N	47	24.48613	N	53	41.92819	N	59	59.131686	N	204	58.836067	N	30	24.495595	N
hsa-mir-720	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-744	101	77.273072	N	77	40.115575	N	59	46.674778	N	54	54.120526	N	142	40.954517	N	82	66.954626	N
hsa-mir-758	20	15.301598	N	18	9.377667	N	23	18.195252	N	35	35.078119	N	57	16.439489	N	9	7.348678	N
hsa-mir-760	1	0.76508	N	18	9.377667	N	15	11.866469	N	1	1.002232	N	1	0.288412	N	10	8.165198	N
hsa-mir-765	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-766	15	11.476199	N	10	5.209815	N	6	4.746588	N	8	8.017856	N	25	7.210302	N	11	8.981718	N
hsa-mir-767	45	34.428596	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-769	90	68.857192	N	48	25.007111	N	66	52.212464	N	32	32.071423	N	64	18.458374	N	74	60.422467	N
hsa-mir-770	0	0	N	1	0.520981	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-802	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-873	0	0	N	1	0.520981	N	0	0	N	5	5.01116	N	0	0	N	0	0	N
hsa-mir-874	31	23.717477	N	19	9.898648	N	64	50.630268	N	11	11.024552	N	22	6.345066	N	62	50.624229	N
hsa-mir-875	1	0.76508	N	2	1.041963	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-876	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
hsa-mir-877	4	3.06032	N	4	2.083926	N	7	5.537686	N	2	2.004464	N	11	3.172533	N	4	3.266079	N
hsa-mir-885	0	0	N	0	0	N	0	0	N	0	0	N	1	0.288412	N	0	0	N
hsa-mir-886	196	149.955664	N	116	60.433853	N	139	109.962613	N	212	212.473178	N	467	134.688447	N	42	34.293833	N
hsa-mir-887	3	2.29524	N	9	4.688833	N	4	3.164392	N	1	1.002232	N	14	4.037769	N	5	4.082599	N
hsa-mir-888	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N	0	0	N
